participant,img,selected,time,group,condition,item,trial,type
a43e0ed4b3b0d492fb84a3162103ddad,sub-red_apple-2.jpg,TRUE,2250,A,contrast,fruit,critical,sub
a43e0ed4b3b0d492fb84a3162103ddad,sub-red_apple-1.jpg,TRUE,2776,A,contrast,fruit,critical,sub
a43e0ed4b3b0d492fb84a3162103ddad,sub-wooden_chair-2.jpg,TRUE,1075,A,single,furniture,critical,sub
a43e0ed4b3b0d492fb84a3162103ddad,sub-gooseneck_lamp-1.jpg,TRUE,5334,A,contrast,light,critical,sub
a43e0ed4b3b0d492fb84a3162103ddad,sub-gooseneck_lamp-2.jpg,TRUE,5786,A,contrast,light,critical,sub
a43e0ed4b3b0d492fb84a3162103ddad,sub-green_pepper-1.jpg,TRUE,1632,A,single,vegetable,critical,sub
a43e0ed4b3b0d492fb84a3162103ddad,sub-green_pepper-2.jpg,TRUE,2270,A,single,vegetable,critical,sub
a43e0ed4b3b0d492fb84a3162103ddad,sub-racecar-1.jpg,TRUE,11541,A,contrast,vehicle,critical,sub
a43e0ed4b3b0d492fb84a3162103ddad,sub-racecar-2.jpg,TRUE,12720,A,contrast,vehicle,critical,sub
cf7729441664c6ff07c19f4ee9d66569,sub-dalmatian-1.jpg,TRUE,1855,A,single,animal,critical,sub
cf7729441664c6ff07c19f4ee9d66569,sub-dalmatian-2.jpg,TRUE,2599,A,single,animal,critical,sub
cf7729441664c6ff07c19f4ee9d66569,sub-trex-2.jpg,TRUE,2014,A,contrast,beast,critical,sub
cf7729441664c6ff07c19f4ee9d66569,sup-beast-2.jpg,TRUE,3355,A,contrast,beast,critical,sup
cf7729441664c6ff07c19f4ee9d66569,sub-trex-1.jpg,TRUE,5773,A,contrast,beast,critical,sub
cf7729441664c6ff07c19f4ee9d66569,sub-smart_phone-2.jpg,TRUE,2387,A,single,electronics,critical,sub
cf7729441664c6ff07c19f4ee9d66569,sub-red_apple-2.jpg,TRUE,1772,A,contrast,fruit,critical,sub
cf7729441664c6ff07c19f4ee9d66569,sub-red_apple-1.jpg,TRUE,2373,A,contrast,fruit,critical,sub
cf7729441664c6ff07c19f4ee9d66569,sub-wooden_chair-2.jpg,TRUE,1975,A,single,furniture,critical,sub
cf7729441664c6ff07c19f4ee9d66569,sub-gooseneck_lamp-2.jpg,TRUE,2845,A,contrast,light,critical,sub
cf7729441664c6ff07c19f4ee9d66569,sub-gooseneck_lamp-1.jpg,TRUE,3581,A,contrast,light,critical,sub
cf7729441664c6ff07c19f4ee9d66569,sub-green_pepper-2.jpg,TRUE,2461,A,single,vegetable,critical,sub
cf7729441664c6ff07c19f4ee9d66569,sub-green_pepper-1.jpg,TRUE,3154,A,single,vegetable,critical,sub
cf7729441664c6ff07c19f4ee9d66569,sub-racecar-1.jpg,TRUE,2812,A,contrast,vehicle,critical,sub
cf7729441664c6ff07c19f4ee9d66569,sub-racecar-2.jpg,TRUE,3695,A,contrast,vehicle,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,sub-dalmatian-1.jpg,TRUE,2427,A,single,animal,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,sub-dalmatian-2.jpg,TRUE,4886,A,single,animal,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,sub-trex-2.jpg,TRUE,4553,A,contrast,beast,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,sub-trex-1.jpg,TRUE,6860,A,contrast,beast,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,contrast-flip_phone-2.jpg,TRUE,2838,A,single,electronics,critical,basic
ab0f803ccc42ac33b2bdb69f376037a0,contrast-flip_phone-1.jpg,TRUE,3414,A,single,electronics,critical,basic
ab0f803ccc42ac33b2bdb69f376037a0,sub-smart_phone-2.jpg,TRUE,4704,A,single,electronics,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,sub-smart_phone-1.jpg,TRUE,5825,A,single,electronics,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,sub-red_apple-1.jpg,TRUE,2324,A,contrast,fruit,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,sub-red_apple-2.jpg,TRUE,3495,A,contrast,fruit,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,sub-wooden_chair-2.jpg,TRUE,1331,A,single,furniture,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,sub-wooden_chair-1.jpg,TRUE,4327,A,single,furniture,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,basic-chair-3.jpg,TRUE,5692,A,single,furniture,critical,basic
ab0f803ccc42ac33b2bdb69f376037a0,basic-chair-1.jpg,TRUE,6641,A,single,furniture,critical,basic
ab0f803ccc42ac33b2bdb69f376037a0,sub-gooseneck_lamp-1.jpg,TRUE,3053,A,contrast,light,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,sub-gooseneck_lamp-2.jpg,TRUE,3954,A,contrast,light,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,contrast-red_pepper-2.jpg,TRUE,5657,A,single,vegetable,critical,basic
ab0f803ccc42ac33b2bdb69f376037a0,sub-green_pepper-2.jpg,TRUE,6422,A,single,vegetable,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,basic-pepper-2.jpg,TRUE,7234,A,single,vegetable,critical,basic
ab0f803ccc42ac33b2bdb69f376037a0,sub-green_pepper-1.jpg,TRUE,8533,A,single,vegetable,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,contrast-red_pepper-1.jpg,TRUE,9242,A,single,vegetable,critical,basic
ab0f803ccc42ac33b2bdb69f376037a0,basic-pepper-1.jpg,TRUE,9865,A,single,vegetable,critical,basic
ab0f803ccc42ac33b2bdb69f376037a0,basic-pepper-3.jpg,TRUE,10681,A,single,vegetable,critical,basic
ab0f803ccc42ac33b2bdb69f376037a0,sub-racecar-2.jpg,TRUE,2853,A,contrast,vehicle,critical,sub
ab0f803ccc42ac33b2bdb69f376037a0,basic-car-2.jpg,TRUE,4175,A,contrast,vehicle,critical,basic
ab0f803ccc42ac33b2bdb69f376037a0,sub-racecar-1.jpg,TRUE,5022,A,contrast,vehicle,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,sub-dalmatian-1.jpg,TRUE,3888,A,single,animal,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,basic-dog-2.jpg,TRUE,5418,A,single,animal,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,contrast-corgi-1.jpg,TRUE,6822,A,single,animal,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,contrast-corgi-2.jpg,TRUE,7876,A,single,animal,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,sub-dalmatian-2.jpg,TRUE,9734,A,single,animal,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,basic-dog-1.jpg,TRUE,10846,A,single,animal,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,basic-dog-3.jpg,TRUE,12544,A,single,animal,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,sup-beast-2.jpg,TRUE,6875,A,contrast,beast,critical,sup
600b0f69781ac9acf2f2cf857cbee0d5,sub-trex-2.jpg,TRUE,8704,A,contrast,beast,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,basic-dinosaur-2.jpg,TRUE,10209,A,contrast,beast,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,basic-dinosaur-1.jpg,TRUE,13178,A,contrast,beast,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,sup-beast-2.jpg,FALSE,16804,A,contrast,beast,critical,sup
600b0f69781ac9acf2f2cf857cbee0d5,basic-dinosaur-3.jpg,TRUE,18755,A,contrast,beast,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,sub-trex-1.jpg,TRUE,20186,A,contrast,beast,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,sup-beast-1.jpg,TRUE,21191,A,contrast,beast,critical,sup
600b0f69781ac9acf2f2cf857cbee0d5,contrast-flip_phone-1.jpg,TRUE,3605,A,single,electronics,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,contrast-flip_phone-2.jpg,TRUE,6321,A,single,electronics,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,sub-smart_phone-2.jpg,TRUE,8878,A,single,electronics,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,sub-smart_phone-1.jpg,TRUE,10210,A,single,electronics,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,sub-red_apple-1.jpg,TRUE,6713,A,contrast,fruit,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,sub-red_apple-2.jpg,TRUE,8022,A,contrast,fruit,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,contrast-office_chair-2.jpg,TRUE,3024,A,single,furniture,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,sub-wooden_chair-2.jpg,TRUE,4524,A,single,furniture,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,basic-chair-3.jpg,TRUE,5702,A,single,furniture,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,contrast-office_chair-1.jpg,TRUE,7229,A,single,furniture,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,sub-wooden_chair-1.jpg,TRUE,8671,A,single,furniture,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,basic-chair-2.jpg,TRUE,10890,A,single,furniture,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,basic-chair-1.jpg,TRUE,11616,A,single,furniture,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,sub-gooseneck_lamp-1.jpg,TRUE,5894,A,contrast,light,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,sub-gooseneck_lamp-2.jpg,TRUE,12122,A,contrast,light,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,sub-green_pepper-1.jpg,TRUE,3405,A,single,vegetable,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,sub-green_pepper-2.jpg,TRUE,6677,A,single,vegetable,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,contrast-red_pepper-1.jpg,TRUE,17875,A,single,vegetable,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,contrast-red_pepper-2.jpg,TRUE,19171,A,single,vegetable,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,basic-pepper-2.jpg,TRUE,20698,A,single,vegetable,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,basic-pepper-1.jpg,TRUE,21548,A,single,vegetable,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,basic-pepper-3.jpg,TRUE,22685,A,single,vegetable,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,basic-car-3.jpg,TRUE,5530,A,contrast,vehicle,critical,basic
600b0f69781ac9acf2f2cf857cbee0d5,sub-racecar-1.jpg,TRUE,6862,A,contrast,vehicle,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,sub-racecar-2.jpg,TRUE,8233,A,contrast,vehicle,critical,sub
600b0f69781ac9acf2f2cf857cbee0d5,basic-car-2.jpg,TRUE,11625,A,contrast,vehicle,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,sub-dalmatian-1.jpg,TRUE,9107,A,single,animal,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,basic-dog-2.jpg,TRUE,10451,A,single,animal,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,contrast-corgi-2.jpg,TRUE,11441,A,single,animal,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,contrast-corgi-1.jpg,TRUE,12412,A,single,animal,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,basic-dog-3.jpg,TRUE,16002,A,single,animal,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,sub-dalmatian-2.jpg,TRUE,17325,A,single,animal,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,basic-dog-1.jpg,TRUE,20322,A,single,animal,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,sub-trex-2.jpg,TRUE,9302,A,contrast,beast,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,basic-dinosaur-1.jpg,TRUE,11829,A,contrast,beast,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,basic-dinosaur-3.jpg,TRUE,14067,A,contrast,beast,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,sub-trex-1.jpg,TRUE,15288,A,contrast,beast,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,basic-dinosaur-2.jpg,TRUE,17581,A,contrast,beast,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,sup-beast-1.jpg,TRUE,22957,A,contrast,beast,critical,sup
9a1b56f6bf67bcf108ae83c0c06579e3,sup-beast-1.jpg,FALSE,32108,A,contrast,beast,critical,sup
9a1b56f6bf67bcf108ae83c0c06579e3,contrast-flip_phone-1.jpg,TRUE,3179,A,single,electronics,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,contrast-flip_phone-2.jpg,TRUE,3966,A,single,electronics,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,sub-smart_phone-2.jpg,TRUE,5153,A,single,electronics,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,sub-smart_phone-1.jpg,TRUE,7408,A,single,electronics,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,sub-red_apple-1.jpg,TRUE,6734,A,contrast,fruit,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,sub-red_apple-2.jpg,TRUE,8138,A,contrast,fruit,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,sub-wooden_chair-2.jpg,TRUE,2244,A,single,furniture,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,basic-chair-3.jpg,TRUE,3365,A,single,furniture,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,contrast-office_chair-1.jpg,TRUE,4670,A,single,furniture,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,sub-wooden_chair-1.jpg,TRUE,5942,A,single,furniture,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,contrast-office_chair-2.jpg,TRUE,7679,A,single,furniture,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,basic-chair-2.jpg,TRUE,9818,A,single,furniture,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,basic-chair-1.jpg,TRUE,10639,A,single,furniture,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,sup-fruit-3.jpg,TRUE,319,A,contrast,light,critical,other
9a1b56f6bf67bcf108ae83c0c06579e3,contrast-desk_lamp-1.jpg,TRUE,11309,A,contrast,light,critical,contrast
9a1b56f6bf67bcf108ae83c0c06579e3,contrast-desk_lamp-2.jpg,TRUE,13297,A,contrast,light,critical,contrast
9a1b56f6bf67bcf108ae83c0c06579e3,sub-gooseneck_lamp-1.jpg,TRUE,15369,A,contrast,light,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,sub-gooseneck_lamp-2.jpg,TRUE,19585,A,contrast,light,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,basic-lamp-3.jpg,TRUE,23150,A,contrast,light,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,sub-green_pepper-1.jpg,TRUE,7112,A,single,vegetable,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,basic-car-3.jpg,TRUE,6770,A,contrast,vehicle,critical,basic
9a1b56f6bf67bcf108ae83c0c06579e3,sub-racecar-1.jpg,TRUE,7856,A,contrast,vehicle,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,sub-racecar-2.jpg,TRUE,9063,A,contrast,vehicle,critical,sub
9a1b56f6bf67bcf108ae83c0c06579e3,basic-car-2.jpg,TRUE,12424,A,contrast,vehicle,critical,basic
f0ac8188d99231af0ad7cb795a2d876b,sub-dalmatian-1.jpg,TRUE,8051,A,single,animal,critical,sub
f0ac8188d99231af0ad7cb795a2d876b,sub-dalmatian-2.jpg,TRUE,9864,A,single,animal,critical,sub
f0ac8188d99231af0ad7cb795a2d876b,sub-trex-1.jpg,TRUE,3756,A,contrast,beast,critical,sub
f0ac8188d99231af0ad7cb795a2d876b,sub-smart_phone-2.jpg,TRUE,3261,A,single,electronics,critical,sub
f0ac8188d99231af0ad7cb795a2d876b,sub-smart_phone-1.jpg,TRUE,4391,A,single,electronics,critical,sub
f0ac8188d99231af0ad7cb795a2d876b,sub-red_apple-1.jpg,TRUE,2244,A,contrast,fruit,critical,sub
f0ac8188d99231af0ad7cb795a2d876b,sub-red_apple-2.jpg,TRUE,3715,A,contrast,fruit,critical,sub
f0ac8188d99231af0ad7cb795a2d876b,sub-wooden_chair-2.jpg,TRUE,1900,A,single,furniture,critical,sub
f0ac8188d99231af0ad7cb795a2d876b,sub-wooden_chair-1.jpg,TRUE,5340,A,single,furniture,critical,sub
f0ac8188d99231af0ad7cb795a2d876b,sub-gooseneck_lamp-1.jpg,TRUE,3510,A,contrast,light,critical,sub
f0ac8188d99231af0ad7cb795a2d876b,sub-gooseneck_lamp-2.jpg,TRUE,6197,A,contrast,light,critical,sub
f0ac8188d99231af0ad7cb795a2d876b,sub-green_pepper-1.jpg,TRUE,2134,A,single,vegetable,critical,sub
f0ac8188d99231af0ad7cb795a2d876b,sub-green_pepper-2.jpg,TRUE,7482,A,single,vegetable,critical,sub
f0ac8188d99231af0ad7cb795a2d876b,sub-racecar-1.jpg,TRUE,4322,A,contrast,vehicle,critical,sub
f0ac8188d99231af0ad7cb795a2d876b,sub-racecar-2.jpg,TRUE,6172,A,contrast,vehicle,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,sub-dalmatian-1.jpg,TRUE,3312,D,contrast,animal,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,sub-dalmatian-2.jpg,TRUE,3943,D,contrast,animal,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,sub-trex-2.jpg,TRUE,2473,D,contrast,beast,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,sub-trex-1.jpg,TRUE,3737,D,contrast,beast,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,sub-smart_phone-2.jpg,TRUE,3015,D,single,electronics,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,sub-smart_phone-1.jpg,TRUE,4546,D,single,electronics,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,sub-red_apple-1.jpg,TRUE,1847,D,single,fruit,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,sub-red_apple-2.jpg,TRUE,2294,D,single,fruit,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,sub-wooden_chair-2.jpg,TRUE,2927,D,contrast,furniture,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,basic-chair-3.jpg,TRUE,4570,D,contrast,furniture,critical,basic
634faa4c3d77234caade9b6afe6ab3ea,sub-wooden_chair-1.jpg,TRUE,6117,D,contrast,furniture,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,basic-chair-1.jpg,TRUE,6761,D,contrast,furniture,critical,basic
634faa4c3d77234caade9b6afe6ab3ea,sub-gooseneck_lamp-1.jpg,TRUE,2518,D,contrast,light,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,sub-gooseneck_lamp-2.jpg,TRUE,3274,D,contrast,light,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,basic-pepper-3.jpg,TRUE,1741,D,single,vegetable,critical,basic
634faa4c3d77234caade9b6afe6ab3ea,basic-pepper-2.jpg,TRUE,2165,D,single,vegetable,critical,basic
634faa4c3d77234caade9b6afe6ab3ea,sub-green_pepper-1.jpg,TRUE,2660,D,single,vegetable,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,basic-pepper-1.jpg,TRUE,3478,D,single,vegetable,critical,basic
634faa4c3d77234caade9b6afe6ab3ea,contrast-red_pepper-2.jpg,TRUE,3863,D,single,vegetable,critical,basic
634faa4c3d77234caade9b6afe6ab3ea,sub-green_pepper-2.jpg,TRUE,4479,D,single,vegetable,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,contrast-red_pepper-1.jpg,TRUE,5432,D,single,vegetable,critical,basic
634faa4c3d77234caade9b6afe6ab3ea,sub-racecar-2.jpg,TRUE,4988,D,single,vehicle,critical,sub
634faa4c3d77234caade9b6afe6ab3ea,sub-racecar-1.jpg,TRUE,5677,D,single,vehicle,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-dalmatian-2.jpg,TRUE,3507,D,contrast,animal,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-dalmatian-1.jpg,TRUE,4434,D,contrast,animal,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-trex-1.jpg,TRUE,2988,D,contrast,beast,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-trex-2.jpg,TRUE,3788,D,contrast,beast,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-smart_phone-2.jpg,TRUE,5197,D,single,electronics,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-smart_phone-1.jpg,TRUE,8285,D,single,electronics,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-red_apple-1.jpg,TRUE,2012,D,single,fruit,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-red_apple-2.jpg,TRUE,2523,D,single,fruit,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-wooden_chair-2.jpg,TRUE,2785,D,contrast,furniture,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-wooden_chair-1.jpg,TRUE,3713,D,contrast,furniture,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-gooseneck_lamp-1.jpg,TRUE,2804,D,contrast,light,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-gooseneck_lamp-2.jpg,TRUE,3324,D,contrast,light,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-green_pepper-1.jpg,TRUE,1702,D,single,vegetable,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-green_pepper-2.jpg,TRUE,8526,D,single,vegetable,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-racecar-2.jpg,TRUE,3746,D,single,vehicle,critical,sub
3954c96a1c64811340c170d20eaf434d,sub-racecar-1.jpg,TRUE,5361,D,single,vehicle,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-dalmatian-2.jpg,TRUE,4538,D,contrast,animal,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-dalmatian-1.jpg,TRUE,5661,D,contrast,animal,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-trex-1.jpg,TRUE,4909,D,contrast,beast,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-trex-2.jpg,TRUE,7065,D,contrast,beast,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,contrast-flip_phone-1.jpg,TRUE,4778,D,single,electronics,critical,basic
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-smart_phone-2.jpg,TRUE,5605,D,single,electronics,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-smart_phone-1.jpg,TRUE,8980,D,single,electronics,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,contrast-flip_phone-1.jpg,FALSE,9901,D,single,electronics,critical,basic
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-red_apple-1.jpg,TRUE,3358,D,single,fruit,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-red_apple-2.jpg,TRUE,4035,D,single,fruit,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-wooden_chair-1.jpg,TRUE,4162,D,contrast,furniture,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-wooden_chair-2.jpg,TRUE,5508,D,contrast,furniture,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-gooseneck_lamp-1.jpg,TRUE,15669,D,contrast,light,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-gooseneck_lamp-2.jpg,TRUE,16306,D,contrast,light,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-green_pepper-1.jpg,TRUE,1579,D,single,vegetable,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,basic-pepper-3.jpg,TRUE,8870,D,single,vegetable,critical,basic
4b4b28bef6dd7d69638c93ec9a49b9c2,basic-pepper-2.jpg,TRUE,9626,D,single,vegetable,critical,basic
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-green_pepper-2.jpg,TRUE,10537,D,single,vegetable,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,basic-pepper-1.jpg,TRUE,11564,D,single,vegetable,critical,basic
4b4b28bef6dd7d69638c93ec9a49b9c2,contrast-red_pepper-2.jpg,TRUE,12210,D,single,vegetable,critical,basic
4b4b28bef6dd7d69638c93ec9a49b9c2,contrast-red_pepper-1.jpg,TRUE,12983,D,single,vegetable,critical,basic
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-racecar-2.jpg,TRUE,1838,D,single,vehicle,critical,sub
4b4b28bef6dd7d69638c93ec9a49b9c2,basic-car-3.jpg,TRUE,2602,D,single,vehicle,critical,basic
4b4b28bef6dd7d69638c93ec9a49b9c2,basic-car-2.jpg,TRUE,4057,D,single,vehicle,critical,basic
4b4b28bef6dd7d69638c93ec9a49b9c2,basic-car-1.jpg,TRUE,4534,D,single,vehicle,critical,basic
4b4b28bef6dd7d69638c93ec9a49b9c2,contrast-van-2.jpg,TRUE,6167,D,single,vehicle,critical,basic
4b4b28bef6dd7d69638c93ec9a49b9c2,contrast-van-2.jpg,FALSE,6918,D,single,vehicle,critical,basic
4b4b28bef6dd7d69638c93ec9a49b9c2,sub-racecar-1.jpg,TRUE,8052,D,single,vehicle,critical,sub
53aa8e47c872ae05b55b8fa286acd04a,sub-dalmatian-2.jpg,TRUE,3565,D,contrast,animal,critical,sub
53aa8e47c872ae05b55b8fa286acd04a,sub-dalmatian-1.jpg,TRUE,4288,D,contrast,animal,critical,sub
53aa8e47c872ae05b55b8fa286acd04a,sub-trex-1.jpg,TRUE,2655,D,contrast,beast,critical,sub
53aa8e47c872ae05b55b8fa286acd04a,sub-trex-2.jpg,TRUE,5286,D,contrast,beast,critical,sub
53aa8e47c872ae05b55b8fa286acd04a,contrast-flip_phone-2.jpg,TRUE,5557,D,single,electronics,critical,basic
53aa8e47c872ae05b55b8fa286acd04a,contrast-flip_phone-1.jpg,TRUE,5862,D,single,electronics,critical,basic
53aa8e47c872ae05b55b8fa286acd04a,sub-smart_phone-2.jpg,TRUE,6207,D,single,electronics,critical,sub
53aa8e47c872ae05b55b8fa286acd04a,sub-smart_phone-1.jpg,TRUE,6803,D,single,electronics,critical,sub
53aa8e47c872ae05b55b8fa286acd04a,basic-apple-2.jpg,TRUE,3438,D,single,fruit,critical,basic
53aa8e47c872ae05b55b8fa286acd04a,contrast-green_apple-1.jpg,TRUE,4651,D,single,fruit,critical,basic
53aa8e47c872ae05b55b8fa286acd04a,sub-red_apple-1.jpg,TRUE,8607,D,single,fruit,critical,sub
53aa8e47c872ae05b55b8fa286acd04a,sub-red_apple-2.jpg,TRUE,8978,D,single,fruit,critical,sub
53aa8e47c872ae05b55b8fa286acd04a,basic-apple-1.jpg,TRUE,9343,D,single,fruit,critical,basic
53aa8e47c872ae05b55b8fa286acd04a,sub-wooden_chair-1.jpg,TRUE,2854,D,contrast,furniture,critical,sub
53aa8e47c872ae05b55b8fa286acd04a,sub-wooden_chair-2.jpg,TRUE,4999,D,contrast,furniture,critical,sub
53aa8e47c872ae05b55b8fa286acd04a,basic-chair-3.jpg,TRUE,7424,D,contrast,furniture,critical,basic
53aa8e47c872ae05b55b8fa286acd04a,sub-gooseneck_lamp-2.jpg,TRUE,3204,D,contrast,light,critical,sub
53aa8e47c872ae05b55b8fa286acd04a,sub-gooseneck_lamp-1.jpg,TRUE,5141,D,contrast,light,critical,sub
